DepartmentID,DepartmentName,City,State,Country,Budget,ManagerID
MA-PR-10736,Management,Hyderabad,Telangana,India,209657,man-887651
MA-SA-84837,Management,Delhi,Delhi,India,115038,man-721895
IT-SY-26103,IT and Technology,Noida,Uttar Pradesh,India,381330,man-342028
MA-MA-10103,Management,Chennai,Tamil Nadu,India,284233,man-337048
IT-DE-44700,IT and Technology,Jaipur,Rajasthan,India,182499,man-489694
IT-SO-70953,IT and Technology,Chandigarh,Chandigarh,India,473682,man-196997
MA-GE-95116,Management,Jaipur,Rajasthan,India,434135,man-606232
IT-SY-29585,IT and Technology,Kochi,Kerala,India,257657,man-623342
MA-OP-90294,Management,Lucknow,Uttar Pradesh,India,407057,man-389120
MA-GE-50344,Management,Delhi,Delhi,India,479548,man-990471
MA-SA-51848,Management,Coimbatore,Tamil Nadu,India,252227,man-840511
IT-DA-85044,IT and Technology,Hyderabad,Telangana,India,389261,man-896948
IT-IT-72790,IT and Technology,Bengaluru,Karnataka,India,468163,man-359196
IT-FR-24445,IT and Technology,Pune,Maharashtra,India,306291,man-471986
MA-FI-27623,Management,Mumbai,Maharashtra,India,153367,man-218037
MA-PR-55974,Management,Ahmedabad,Gujarat,India,219794,man-808487
IT-DA-11507,IT and Technology,Coimbatore,Tamil Nadu,India,136663,man-291446
MA-OP-39156,Management,Vadodara,Gujarat,India,135192,man-990475
IT-CL-99642,IT and Technology,Bengaluru,Karnataka,India,333349,man-214006
MA-SA-94276,Management,Gurgaon,Haryana,India,491392,man-203725
MA-MA-84533,Management,Bengaluru,Karnataka,India,218492,man-725692
MA-HU-94537,Management,Vadodara,Gujarat,India,402280,man-422944
MA-CU-15856,Management,Hyderabad,Telangana,India,360574,man-489146
MA-FI-53849,Management,Gurgaon,Haryana,India,498885,man-849030
IT-SY-14166,IT and Technology,Vadodara,Gujarat,India,150954,man-235703
MA-GE-60381,Management,Chandigarh,Chandigarh,India,462177,man-182442
MA-CU-85858,Management,Ahmedabad,Gujarat,India,138423,man-244815
MA-PR-35960,Management,Bhopal,Madhya Pradesh,India,126380,man-473525
IT-SO-66520,IT and Technology,Delhi,Delhi,India,410248,man-873256
IT-CY-45639,IT and Technology,Kochi,Kerala,India,396578,man-432829
MA-HU-76848,Management,Pune,Maharashtra,India,284376,man-458696
MA-GE-91746,Management,Gurgaon,Haryana,India,285164,man-271201
IT-SY-80899,IT and Technology,Hyderabad,Telangana,India,460697,man-458802
MA-GE-77599,Management,Nagpur,Maharashtra,India,343291,man-880755
MA-IT-33785,Management,Mumbai,Maharashtra,India,157527,man-214968
MA-FI-95190,Management,Indore,Madhya Pradesh,India,255892,man-590889
MA-HU-88743,Management,Kochi,Kerala,India,432570,man-404627
IT-NE-41781,IT and Technology,Chennai,Tamil Nadu,India,483584,man-940542
IT-DA-35922,IT and Technology,Coimbatore,Tamil Nadu,India,113102,man-477693
MA-HU-34801,Management,Ahmedabad,Gujarat,India,285934,man-895268
MA-OP-12449,Management,Bhopal,Madhya Pradesh,India,117813,man-219999
MA-CU-43694,Management,Gurgaon,Haryana,India,241395,man-697291
IT-CY-56305,IT and Technology,Bengaluru,Karnataka,India,135060,man-228404
IT-DE-56771,IT and Technology,Kochi,Kerala,India,286238,man-165175
MA-PR-48564,Management,Bengaluru,Karnataka,India,226400,man-831451
IT-NE-90497,IT and Technology,Visakhapatnam,Andhra Pradesh,India,401196,man-103630
MA-IT-75077,Management,Chennai,Tamil Nadu,India,315111,man-445495
IT-CY-14687,IT and Technology,Visakhapatnam,Andhra Pradesh,India,261945,man-474333
MA-OP-97110,Management,Delhi,Delhi,India,469538,man-954515
MA-FI-55349,Management,Hyderabad,Telangana,India,482973,man-917310
IT-CL-88102,IT and Technology,Delhi,Delhi,India,487477,man-636159
MA-OP-47645,Management,Coimbatore,Tamil Nadu,India,427777,man-369394
MA-MA-69062,Management,Chandigarh,Chandigarh,India,390041,man-215734
MA-OP-44184,Management,Jaipur,Rajasthan,India,351616,man-389257
MA-MA-30761,Management,Hyderabad,Telangana,India,380940,man-452468
MA-IT-30861,Management,Kochi,Kerala,India,494245,man-197526
MA-PR-85519,Management,Mumbai,Maharashtra,India,297965,man-597444
MA-MA-56059,Management,Indore,Madhya Pradesh,India,419248,man-573730
IT-SY-53656,IT and Technology,Chennai,Tamil Nadu,India,376793,man-979548
MA-CU-18234,Management,Vadodara,Gujarat,India,150276,man-568437
IT-SY-72142,IT and Technology,Visakhapatnam,Andhra Pradesh,India,272477,man-416782
IT-CY-17151,IT and Technology,Lucknow,Uttar Pradesh,India,399659,man-580274
MA-IT-70782,Management,Bhopal,Madhya Pradesh,India,243451,man-606385
IT-DA-58762,IT and Technology,Visakhapatnam,Andhra Pradesh,India,195626,man-824691
IT-SO-76596,IT and Technology,Pune,Maharashtra,India,340530,man-200503
IT-CL-83385,IT and Technology,Delhi,Delhi,India,144556,man-114734
MA-PR-34542,Management,Indore,Madhya Pradesh,India,167116,man-229530
IT-SY-90471,IT and Technology,Bhopal,Madhya Pradesh,India,186486,man-600920
MA-OP-90704,Management,Gurgaon,Haryana,India,418899,man-946041
IT-IT-64538,IT and Technology,Gurgaon,Haryana,India,157021,man-942856
IT-CY-53717,IT and Technology,Mumbai,Maharashtra,India,487930,man-395427
IT-CY-28904,IT and Technology,Hyderabad,Telangana,India,313374,man-635024
MA-PR-47002,Management,Ahmedabad,Gujarat,India,281527,man-381601
MA-PR-20777,Management,Chennai,Tamil Nadu,India,240913,man-256612
IT-DE-53629,IT and Technology,Hyderabad,Telangana,India,303689,man-485656
IT-FR-79142,IT and Technology,Gurgaon,Haryana,India,410720,man-329707
IT-CY-53246,IT and Technology,Kochi,Kerala,India,470600,man-868102
IT-DE-41950,IT and Technology,Coimbatore,Tamil Nadu,India,138206,man-448588
IT-IT-50959,IT and Technology,Bhopal,Madhya Pradesh,India,451747,man-107603
MA-MA-85229,Management,Indore,Madhya Pradesh,India,306096,man-236753
IT-FR-83205,IT and Technology,Pune,Maharashtra,India,144729,man-795690
IT-CL-69488,IT and Technology,Hyderabad,Telangana,India,152895,man-235221
IT-DE-45009,IT and Technology,Kochi,Kerala,India,248519,man-389973
MA-IT-29998,Management,Bhopal,Madhya Pradesh,India,185383,man-600567
MA-GE-61637,Management,Chandigarh,Chandigarh,India,481786,man-552739
IT-IT-48049,IT and Technology,Chennai,Tamil Nadu,India,331677,man-757953
MA-HU-23157,Management,Delhi,Delhi,India,158851,man-985390
IT-CY-93535,IT and Technology,Pune,Maharashtra,India,295634,man-854462
IT-IT-31361,IT and Technology,Mumbai,Maharashtra,India,185187,man-933085
IT-NE-94393,IT and Technology,Jaipur,Rajasthan,India,450793,man-216005
IT-CL-21576,IT and Technology,Nagpur,Maharashtra,India,132103,man-252786
MA-GE-12807,Management,Delhi,Delhi,India,135031,man-505579
IT-DA-77700,IT and Technology,Vadodara,Gujarat,India,143106,man-261013
MA-MA-45731,Management,Jaipur,Rajasthan,India,449355,man-226105
MA-PR-94359,Management,Delhi,Delhi,India,385179,man-182507
IT-SY-17945,IT and Technology,Nagpur,Maharashtra,India,142119,man-641945
MA-OP-67887,Management,Chandigarh,Chandigarh,India,358474,man-516671
IT-FR-22066,IT and Technology,Mumbai,Maharashtra,India,123294,man-469405
MA-PR-21263,Management,Mumbai,Maharashtra,India,165166,man-254328
IT-NE-94747,IT and Technology,Jaipur,Rajasthan,India,196328,man-698517
IT-DA-78434,IT and Technology,Ahmedabad,Gujarat,India,434506,man-897893
IT-FR-82658,IT and Technology,Vadodara,Gujarat,India,468908,man-537815
MA-PR-14383,Management,Noida,Uttar Pradesh,India,364389,man-374541
MA-GE-18891,Management,Noida,Uttar Pradesh,India,232834,man-240454
MA-FI-57268,Management,Kochi,Kerala,India,296450,man-890057
IT-CY-71653,IT and Technology,Indore,Madhya Pradesh,India,483027,man-892236
IT-CY-41673,IT and Technology,Gurgaon,Haryana,India,413639,man-512391
MA-IT-49388,Management,Chennai,Tamil Nadu,India,311791,man-299703
IT-CL-95998,IT and Technology,Visakhapatnam,Andhra Pradesh,India,192633,man-280683
IT-SY-11283,IT and Technology,Pune,Maharashtra,India,386348,man-398207
MA-SA-18436,Management,Mumbai,Maharashtra,India,410714,man-807749
IT-CY-29241,IT and Technology,Delhi,Delhi,India,490371,man-131463
IT-IT-29574,IT and Technology,Kolkata,West Bengal,India,299381,man-326835
MA-OP-64481,Management,Visakhapatnam,Andhra Pradesh,India,310753,man-208005
MA-PR-18233,Management,Coimbatore,Tamil Nadu,India,115191,man-477322
MA-MA-91278,Management,Nagpur,Maharashtra,India,388561,man-453032
MA-PR-62671,Management,Chandigarh,Chandigarh,India,215662,man-491803
IT-NE-43717,IT and Technology,Chandigarh,Chandigarh,India,134280,man-174687
MA-MA-48773,Management,Vadodara,Gujarat,India,427281,man-699956
MA-OP-99075,Management,Mumbai,Maharashtra,India,490843,man-700475
IT-CL-39544,IT and Technology,Lucknow,Uttar Pradesh,India,339687,man-505903
MA-GE-14703,Management,Mumbai,Maharashtra,India,214995,man-231655
IT-DE-83261,IT and Technology,Lucknow,Uttar Pradesh,India,222746,man-642711
IT-IT-31312,IT and Technology,Kochi,Kerala,India,395708,man-314662
IT-NE-69491,IT and Technology,Indore,Madhya Pradesh,India,119314,man-305402
MA-PR-79841,Management,Ahmedabad,Gujarat,India,240118,man-327035
IT-CY-17992,IT and Technology,Noida,Uttar Pradesh,India,221858,man-794945
MA-MA-55091,Management,Gurgaon,Haryana,India,378628,man-397124
IT-IT-26991,IT and Technology,Nagpur,Maharashtra,India,484955,man-451958
MA-PR-57622,Management,Vadodara,Gujarat,India,497179,man-486686
MA-PR-18425,Management,Pune,Maharashtra,India,207674,man-793513
MA-OP-92179,Management,Bhopal,Madhya Pradesh,India,233387,man-945802
IT-CY-89625,IT and Technology,Kolkata,West Bengal,India,482727,man-440681
MA-PR-28713,Management,Jaipur,Rajasthan,India,475656,man-843913
MA-GE-92269,Management,Nagpur,Maharashtra,India,257969,man-304001
IT-SO-69435,IT and Technology,Jaipur,Rajasthan,India,441860,man-314385
MA-SA-46547,Management,Pune,Maharashtra,India,321785,man-849694
MA-SA-34347,Management,Lucknow,Uttar Pradesh,India,283564,man-505153
MA-SA-62497,Management,Ahmedabad,Gujarat,India,146414,man-663411
MA-CU-80001,Management,Nagpur,Maharashtra,India,377778,man-801646
MA-GE-35419,Management,Mumbai,Maharashtra,India,381888,man-335804
MA-FI-90953,Management,Coimbatore,Tamil Nadu,India,129820,man-185313
IT-IT-33894,IT and Technology,Delhi,Delhi,India,152457,man-389347
IT-SO-58144,IT and Technology,Chandigarh,Chandigarh,India,332756,man-516505
IT-FR-46423,IT and Technology,Indore,Madhya Pradesh,India,490919,man-275648
IT-DE-73931,IT and Technology,Indore,Madhya Pradesh,India,137752,man-553030
IT-SO-40685,IT and Technology,Bhopal,Madhya Pradesh,India,126481,man-602825
IT-SO-11015,IT and Technology,Noida,Uttar Pradesh,India,149818,man-912301
MA-PR-22363,Management,Bhopal,Madhya Pradesh,India,403976,man-548424
IT-CL-84781,IT and Technology,Noida,Uttar Pradesh,India,218897,man-630136
IT-CY-18173,IT and Technology,Pune,Maharashtra,India,421500,man-361483
MA-HU-15919,Management,Visakhapatnam,Andhra Pradesh,India,180535,man-537978
MA-HU-71698,Management,Ahmedabad,Gujarat,India,436463,man-667996
MA-CU-84721,Management,Lucknow,Uttar Pradesh,India,382945,man-427883
IT-SO-96554,IT and Technology,Hyderabad,Telangana,India,234644,man-525745
MA-CU-39210,Management,Indore,Madhya Pradesh,India,454876,man-516287
IT-CL-53537,IT and Technology,Bengaluru,Karnataka,India,211840,man-203425
IT-DA-84452,IT and Technology,Vadodara,Gujarat,India,262719,man-780390
IT-SO-29133,IT and Technology,Ahmedabad,Gujarat,India,228174,man-819132
MA-PR-14436,Management,Bhopal,Madhya Pradesh,India,375316,man-427310
IT-DE-17168,IT and Technology,Nagpur,Maharashtra,India,422620,man-347370
IT-DE-56797,IT and Technology,Pune,Maharashtra,India,296776,man-113583
IT-SO-21199,IT and Technology,Pune,Maharashtra,India,327966,man-885745
MA-GE-40723,Management,Vadodara,Gujarat,India,441439,man-933406
IT-CL-16831,IT and Technology,Delhi,Delhi,India,374558,man-230856
MA-IT-79610,Management,Visakhapatnam,Andhra Pradesh,India,430285,man-218442
MA-IT-22576,Management,Indore,Madhya Pradesh,India,233303,man-824734
IT-SO-58749,IT and Technology,Vadodara,Gujarat,India,240894,man-830070
MA-HU-90524,Management,Lucknow,Uttar Pradesh,India,115093,man-697772
IT-CL-64329,IT and Technology,Lucknow,Uttar Pradesh,India,103638,man-785342
IT-DA-22370,IT and Technology,Jaipur,Rajasthan,India,408708,man-226996
IT-DE-11463,IT and Technology,Chandigarh,Chandigarh,India,116830,man-749617
MA-GE-66704,Management,Coimbatore,Tamil Nadu,India,270280,man-826000
IT-IT-17299,IT and Technology,Hyderabad,Telangana,India,457101,man-650900
IT-DE-98386,IT and Technology,Hyderabad,Telangana,India,462911,man-448604
MA-PR-22905,Management,Delhi,Delhi,India,345479,man-821731
IT-IT-41764,IT and Technology,Pune,Maharashtra,India,140781,man-967620
IT-DE-61850,IT and Technology,Kochi,Kerala,India,316153,man-998546
MA-GE-24149,Management,Visakhapatnam,Andhra Pradesh,India,487964,man-190709
MA-PR-91809,Management,Chandigarh,Chandigarh,India,268613,man-839491
IT-NE-11343,IT and Technology,Bengaluru,Karnataka,India,425684,man-595822
MA-MA-34601,Management,Lucknow,Uttar Pradesh,India,239249,man-375562
IT-IT-81773,IT and Technology,Gurgaon,Haryana,India,225171,man-382374
MA-MA-24676,Management,Kolkata,West Bengal,India,319799,man-807690
MA-HU-19760,Management,Coimbatore,Tamil Nadu,India,246917,man-575307
MA-CU-63936,Management,Visakhapatnam,Andhra Pradesh,India,238429,man-333220
IT-NE-40526,IT and Technology,Coimbatore,Tamil Nadu,India,460423,man-233219
MA-HU-72315,Management,Gurgaon,Haryana,India,452562,man-406808
IT-CL-94748,IT and Technology,Hyderabad,Telangana,India,381689,man-924926
IT-CL-11885,IT and Technology,Pune,Maharashtra,India,282089,man-366205
MA-SA-90795,Management,Jaipur,Rajasthan,India,276109,man-324529
IT-DA-85331,IT and Technology,Kolkata,West Bengal,India,309641,man-604965
IT-IT-82617,IT and Technology,Coimbatore,Tamil Nadu,India,433881,man-962484
IT-DE-94894,IT and Technology,Vadodara,Gujarat,India,405324,man-754207
MA-OP-17076,Management,Pune,Maharashtra,India,339138,man-350505
MA-GE-33791,Management,Bengaluru,Karnataka,India,218714,man-570087
IT-DA-12028,IT and Technology,Mumbai,Maharashtra,India,496667,man-464210
IT-FR-40332,IT and Technology,Noida,Uttar Pradesh,India,432900,man-932290
MA-CU-19426,Management,Bhopal,Madhya Pradesh,India,461824,man-474660
IT-FR-65192,IT and Technology,Kochi,Kerala,India,207887,man-854216
IT-NE-21656,IT and Technology,Indore,Madhya Pradesh,India,304390,man-360118
IT-IT-73865,IT and Technology,Nagpur,Maharashtra,India,224329,man-204265
IT-IT-60712,IT and Technology,Bengaluru,Karnataka,India,230890,man-688188
IT-FR-24077,IT and Technology,Visakhapatnam,Andhra Pradesh,India,476738,man-706243
IT-SO-94813,IT and Technology,Gurgaon,Haryana,India,457747,man-714470
IT-FR-90828,IT and Technology,Noida,Uttar Pradesh,India,274020,man-450639
IT-CL-59581,IT and Technology,Noida,Uttar Pradesh,India,381111,man-508521
MA-OP-69790,Management,Bhopal,Madhya Pradesh,India,203789,man-541145
IT-IT-40556,IT and Technology,Lucknow,Uttar Pradesh,India,378982,man-499391
IT-FR-66642,IT and Technology,Bengaluru,Karnataka,India,355424,man-603478
IT-CY-31250,IT and Technology,Nagpur,Maharashtra,India,340372,man-114809
IT-DE-20625,IT and Technology,Pune,Maharashtra,India,474766,man-774513
MA-PR-84920,Management,Coimbatore,Tamil Nadu,India,383128,man-410269
IT-DE-80438,IT and Technology,Pune,Maharashtra,India,272970,man-943397
IT-FR-23877,IT and Technology,Chandigarh,Chandigarh,India,349378,man-633302
MA-SA-46966,Management,Pune,Maharashtra,India,401118,man-704496
IT-NE-76822,IT and Technology,Bhopal,Madhya Pradesh,India,141614,man-787197
MA-PR-19353,Management,Chennai,Tamil Nadu,India,112744,man-803552
IT-CY-36401,IT and Technology,Hyderabad,Telangana,India,329432,man-238032
IT-SY-94068,IT and Technology,Nagpur,Maharashtra,India,308120,man-177101
IT-IT-91695,IT and Technology,Bengaluru,Karnataka,India,336254,man-228757
MA-FI-25646,Management,Coimbatore,Tamil Nadu,India,188954,man-299777
IT-DE-55333,IT and Technology,Coimbatore,Tamil Nadu,India,346926,man-454930
MA-IT-58167,Management,Chandigarh,Chandigarh,India,130851,man-334100
MA-SA-53328,Management,Bengaluru,Karnataka,India,170286,man-733977
MA-PR-82687,Management,Ahmedabad,Gujarat,India,268355,man-214377
IT-CL-80775,IT and Technology,Coimbatore,Tamil Nadu,India,174751,man-386069
IT-CY-27836,IT and Technology,Nagpur,Maharashtra,India,164336,man-802283
IT-FR-13896,IT and Technology,Jaipur,Rajasthan,India,282977,man-251824
MA-IT-49962,Management,Bhopal,Madhya Pradesh,India,280685,man-629352
IT-SO-82880,IT and Technology,Mumbai,Maharashtra,India,306447,man-135320
IT-SO-74915,IT and Technology,Nagpur,Maharashtra,India,350243,man-809046
MA-CU-32974,Management,Delhi,Delhi,India,206302,man-742435
MA-HU-55149,Management,Chandigarh,Chandigarh,India,401464,man-713971
IT-FR-70839,IT and Technology,Hyderabad,Telangana,India,455230,man-684915
IT-SO-94657,IT and Technology,Chandigarh,Chandigarh,India,437394,man-730663
IT-IT-40401,IT and Technology,Chennai,Tamil Nadu,India,199560,man-937323
IT-DA-39262,IT and Technology,Bhopal,Madhya Pradesh,India,171864,man-403610
IT-DE-88841,IT and Technology,Mumbai,Maharashtra,India,367384,man-951524
MA-HU-79563,Management,Pune,Maharashtra,India,100111,man-644115
IT-FR-38902,IT and Technology,Kolkata,West Bengal,India,172588,man-766579
MA-GE-32565,Management,Mumbai,Maharashtra,India,118712,man-421936
IT-IT-14556,IT and Technology,Nagpur,Maharashtra,India,253149,man-412314
IT-SO-60285,IT and Technology,Ahmedabad,Gujarat,India,464635,man-845214
IT-CY-26113,IT and Technology,Vadodara,Gujarat,India,208235,man-754380
IT-SY-34683,IT and Technology,Noida,Uttar Pradesh,India,198558,man-301318
MA-OP-70021,Management,Vadodara,Gujarat,India,149655,man-538896
IT-SO-28226,IT and Technology,Gurgaon,Haryana,India,427309,man-410244
IT-CY-80569,IT and Technology,Nagpur,Maharashtra,India,259467,man-716934
IT-IT-55084,IT and Technology,Ahmedabad,Gujarat,India,139434,man-291027
IT-DA-87808,IT and Technology,Kolkata,West Bengal,India,309477,man-419741
MA-MA-12181,Management,Indore,Madhya Pradesh,India,490296,man-905804
IT-NE-38252,IT and Technology,Chandigarh,Chandigarh,India,351981,man-300156
IT-SO-91487,IT and Technology,Coimbatore,Tamil Nadu,India,348650,man-914305
MA-SA-23996,Management,Mumbai,Maharashtra,India,417571,man-173828
MA-OP-93715,Management,Vadodara,Gujarat,India,123309,man-468810
MA-IT-56987,Management,Bhopal,Madhya Pradesh,India,452640,man-149561
MA-PR-92414,Management,Bhopal,Madhya Pradesh,India,354441,man-590218
MA-PR-32576,Management,Pune,Maharashtra,India,389909,man-534282
IT-SY-68966,IT and Technology,Noida,Uttar Pradesh,India,137102,man-440727
MA-FI-62620,Management,Noida,Uttar Pradesh,India,428580,man-293744
IT-FR-90801,IT and Technology,Chennai,Tamil Nadu,India,146916,man-453817
MA-SA-30947,Management,Gurgaon,Haryana,India,143505,man-241893
MA-MA-65200,Management,Nagpur,Maharashtra,India,240742,man-622008
IT-SO-72276,IT and Technology,Pune,Maharashtra,India,420158,man-814138
MA-CU-31325,Management,Vadodara,Gujarat,India,171964,man-930259
IT-SY-27421,IT and Technology,Indore,Madhya Pradesh,India,277813,man-915404
IT-DA-48776,IT and Technology,Coimbatore,Tamil Nadu,India,222083,man-992734
MA-SA-78241,Management,Ahmedabad,Gujarat,India,128960,man-996020
IT-CL-19927,IT and Technology,Delhi,Delhi,India,239349,man-172987
MA-MA-44045,Management,Visakhapatnam,Andhra Pradesh,India,313580,man-739253
MA-CU-77631,Management,Visakhapatnam,Andhra Pradesh,India,401735,man-741125
IT-DE-85257,IT and Technology,Nagpur,Maharashtra,India,359562,man-578526
IT-DA-59991,IT and Technology,Nagpur,Maharashtra,India,120801,man-796736
IT-IT-39586,IT and Technology,Bengaluru,Karnataka,India,447105,man-224008
MA-GE-65559,Management,Visakhapatnam,Andhra Pradesh,India,333670,man-186325
MA-FI-46842,Management,Mumbai,Maharashtra,India,241813,man-743998
MA-SA-67256,Management,Delhi,Delhi,India,111847,man-566316
IT-DE-61027,IT and Technology,Nagpur,Maharashtra,India,431988,man-351111
IT-SO-63373,IT and Technology,Lucknow,Uttar Pradesh,India,177774,man-432812
IT-SY-36984,IT and Technology,Kolkata,West Bengal,India,341902,man-783112
IT-CL-30371,IT and Technology,Jaipur,Rajasthan,India,479229,man-226726
MA-HU-83634,Management,Mumbai,Maharashtra,India,365536,man-119128
MA-PR-61261,Management,Jaipur,Rajasthan,India,460389,man-822628
MA-PR-42389,Management,Indore,Madhya Pradesh,India,272736,man-854432
IT-SY-66653,IT and Technology,Mumbai,Maharashtra,India,307972,man-375035
MA-HU-57658,Management,Gurgaon,Haryana,India,129471,man-305397
